timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flow_duration,traffic_rate,true_label,bytes_per_second,is_high_port,size_category,rate_category,duration_category,classified_label,matched_rule,confidence,is_correct,qos_priority,qos_priority_name,dscp_value,dscp_name,ieee_8021p,scheduling_class,bandwidth_guarantee,max_delay_ms,max_jitter_ms,packet_loss_tolerance
2026-04-15 14:10:00.416,FLOW-57252,192.168.1.245,164.97.112.107,46539,5004,UDP,812,37.42,1636.45,multimedia,1328.8,1,medium,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.593,FLOW-59813,192.168.1.206,64.181.214.21,9878,8080,TCP,665,1.284,444.36,web,295.5,1,medium,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.298,FLOW-52299,192.168.0.54,186.43.18.139,8413,8080,TCP,803,2.097,383.19,web,307.7,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.947,FLOW-98562,192.168.0.26,172.16.0.159,21095,53,UDP,225,0.176,24.09,background,5.42,0,small,low,short,background,DNS,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.388,FLOW-33157,10.0.0.105,192.137.13.85,7458,5060,UDP,89,290.631,67.78,voip,6.03,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.335,FLOW-94503,192.168.0.204,192.168.0.157,24160,53,ICMP,96,0.084,41.64,background,4.0,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.831,FLOW-25802,172.16.0.223,173.67.65.213,35559,16385,UDP,107,252.532,104.46,voip,11.18,1,small,medium,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.652,FLOW-20441,10.0.0.146,212.138.94.223,35086,21,TCP,1241,30.443,6250.94,file_transfer,7757.42,0,large,high,long,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.130,FLOW-63884,192.168.1.94,172.16.0.128,51942,53,ICMP,234,0.345,49.99,background,11.7,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.565,FLOW-94874,192.168.0.121,45.109.98.195,52773,554,UDP,1379,94.881,3822.36,multimedia,5271.03,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.151,FLOW-10160,172.16.0.101,57.152.19.215,37615,5004,UDP,945,10.162,5547.9,multimedia,5242.77,1,large,high,medium,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.653,FLOW-62028,192.168.1.201,172.16.0.126,22052,67,ICMP,144,0.283,18.18,background,2.62,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.326,FLOW-85270,172.16.0.211,172.16.0.165,57166,53,ICMP,156,0.872,1.88,background,0.29,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.909,FLOW-24454,192.168.1.185,102.157.246.110,12623,5005,UDP,1193,34.456,1352.98,multimedia,1614.11,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.271,FLOW-18612,172.16.0.23,34.193.253.65,1780,5005,UDP,1367,114.03,4613.18,multimedia,6306.22,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.980,FLOW-91200,192.168.0.237,155.216.28.235,55698,80,TCP,707,3.486,103.89,web,73.45,0,medium,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.196,FLOW-37194,192.168.1.5,139.5.40.183,51861,16384,UDP,74,174.513,77.24,voip,5.72,1,small,low,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.112,FLOW-13552,192.168.1.29,137.67.138.107,38722,1935,UDP,1456,36.642,6941.03,multimedia,10106.14,1,large,high,long,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.952,FLOW-15419,172.16.0.3,190.180.84.64,48703,554,UDP,1331,55.018,3055.49,multimedia,4066.86,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.832,FLOW-83592,172.16.0.37,30.20.145.51,17056,443,TCP,584,3.248,485.85,web,283.74,0,medium,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.543,FLOW-55378,10.0.0.90,22.197.134.32,33577,5004,UDP,847,31.883,1652.38,multimedia,1399.57,1,medium,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.483,FLOW-23532,10.0.0.148,125.82.152.214,18029,1935,UDP,1079,14.544,3649.33,multimedia,3937.63,1,large,high,medium,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.388,FLOW-85467,10.0.0.129,172.16.0.105,54393,161,UDP,172,0.911,23.1,background,3.97,0,small,low,short,background,SNMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.970,FLOW-77643,192.168.0.242,4.56.180.164,47540,8080,TCP,527,3.556,114.15,web,60.16,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.272,FLOW-45780,192.168.0.65,44.251.229.198,3141,443,TCP,810,2.95,388.54,web,314.72,0,medium,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.668,FLOW-49582,192.168.0.189,105.57.207.61,23503,8080,TCP,823,2.72,159.72,web,131.45,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.752,FLOW-26698,172.16.0.98,96.21.103.188,61209,80,TCP,1361,2.968,169.92,web,231.26,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.287,FLOW-71926,192.168.0.34,2.158.125.44,30329,80,TCP,843,2.735,422.53,web,356.19,0,medium,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.561,FLOW-42192,192.168.1.68,14.181.81.145,59364,1935,UDP,963,70.929,5370.21,multimedia,5171.51,1,large,high,long,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.397,FLOW-18641,192.168.0.238,192.168.0.97,56354,123,TCP,184,0.609,49.6,background,9.13,0,small,low,short,background,Default: Unclassified,LOW,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.363,FLOW-56468,192.168.0.8,112.82.45.97,23275,5004,UDP,1373,45.576,5561.71,multimedia,7636.23,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.304,FLOW-86282,10.0.0.64,175.51.52.225,45812,16385,UDP,144,147.446,110.62,voip,15.93,1,small,medium,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.338,FLOW-23120,172.16.0.9,10.0.0.244,30635,53,ICMP,217,0.076,18.38,background,3.99,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.553,FLOW-60082,192.168.1.65,157.34.123.193,45524,22,TCP,1273,12.61,4649.99,file_transfer,5919.44,0,large,high,medium,file_transfer,SSH/SCP,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.536,FLOW-63153,192.168.0.182,186.137.107.90,1432,21,TCP,1010,26.938,9918.7,file_transfer,10017.89,0,large,high,medium,file_transfer,FTP Data/Control,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.488,FLOW-70682,172.16.0.3,69.214.168.86,51155,443,TCP,368,3.082,417.58,web,153.67,0,medium,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.619,FLOW-71056,192.168.1.216,17.204.111.232,46064,554,UDP,1396,86.781,2382.73,multimedia,3326.29,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.295,FLOW-68209,192.168.0.156,79.248.17.162,32920,5005,UDP,931,39.024,2519.31,multimedia,2345.48,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.256,FLOW-39723,10.0.0.76,59.234.228.120,15689,16384,UDP,192,112.568,107.36,voip,20.61,1,small,medium,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.759,FLOW-96790,10.0.0.186,158.83.29.152,10021,554,UDP,1449,35.78,5712.82,multimedia,8277.88,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.427,FLOW-50393,10.0.0.92,186.171.73.2,9847,8080,TCP,443,4.693,356.9,web,158.11,1,medium,medium,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.848,FLOW-94546,192.168.1.150,118.193.43.12,50663,443,TCP,905,1.738,421.29,web,381.27,0,large,medium,short,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.476,FLOW-20458,192.168.1.80,222.212.133.18,52567,554,UDP,1252,102.349,1592.31,multimedia,1993.57,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.102,FLOW-42598,10.0.0.111,172.16.0.159,37102,53,UDP,271,0.194,41.87,background,11.35,0,small,low,short,background,DNS,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.254,FLOW-22696,172.16.0.214,119.30.70.64,56747,16385,UDP,199,136.279,109.67,voip,21.82,1,small,medium,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.484,FLOW-39021,192.168.0.97,132.13.24.240,38322,1935,UDP,1278,68.578,5004.38,multimedia,6395.6,1,large,high,long,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.817,FLOW-40409,10.0.0.232,35.149.144.97,15384,80,TCP,425,1.929,318.34,web,135.29,0,medium,medium,short,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.496,FLOW-42544,192.168.1.110,95.211.60.3,52149,5005,UDP,1385,99.492,3266.25,multimedia,4523.76,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.149,FLOW-48905,192.168.1.217,71.228.179.21,9778,22,TCP,1190,28.423,1179.42,file_transfer,1403.51,0,large,high,medium,file_transfer,SSH/SCP,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.369,FLOW-57454,172.16.0.93,197.41.112.28,12620,16385,UDP,94,15.767,76.28,voip,7.17,1,small,low,medium,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.901,FLOW-22398,172.16.0.235,10.0.0.129,12582,67,TCP,203,0.679,49.67,background,10.08,0,small,low,short,web,Heuristic: Moderate TCP short flow,LOW,NO,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.328,FLOW-88033,172.16.0.20,49.75.185.112,31026,5005,UDP,1376,73.169,834.01,multimedia,1147.6,1,large,medium,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.372,FLOW-45603,192.168.0.195,192.168.0.175,35377,68,ICMP,276,0.714,46.84,background,12.93,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.902,FLOW-65086,10.0.0.252,140.214.97.222,32360,8080,TCP,408,3.619,65.65,web,26.79,1,medium,low,medium,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.391,FLOW-98461,192.168.0.40,30.187.200.1,20318,554,UDP,1261,63.649,6068.74,multimedia,7652.68,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.802,FLOW-87289,10.0.0.93,107.135.137.6,43536,5004,UDP,866,18.328,941.07,multimedia,814.97,1,medium,medium,medium,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.987,FLOW-70130,10.0.0.140,19.103.87.56,39945,5061,UDP,75,208.448,83.67,voip,6.28,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.881,FLOW-55893,172.16.0.17,187.202.220.37,1592,80,TCP,1204,4.369,174.23,web,209.77,0,large,medium,medium,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.411,FLOW-65874,192.168.0.103,117.64.18.36,21544,445,TCP,1368,51.126,1398.29,file_transfer,1912.86,0,large,high,long,file_transfer,SMB File Share,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.726,FLOW-26454,192.168.0.118,113.69.206.62,63842,5060,UDP,149,289.523,65.27,voip,9.73,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.918,FLOW-33137,172.16.0.210,148.237.169.148,33697,8080,TCP,943,1.92,260.43,web,245.59,1,large,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.470,FLOW-32955,172.16.0.162,212.28.19.185,20367,8080,TCP,667,1.597,72.44,web,48.32,1,medium,low,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.667,FLOW-88417,192.168.1.115,208.230.216.165,61825,5061,UDP,99,198.858,78.94,voip,7.82,1,small,low,long,voip,VoIP (SIP/RTP),HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.471,FLOW-59223,10.0.0.114,192.168.0.41,9264,67,UDP,42,0.48,9.94,background,0.42,0,small,low,short,background,DHCP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.979,FLOW-78795,192.168.0.7,40.52.255.55,39790,443,TCP,877,3.006,260.2,web,228.2,0,medium,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.909,FLOW-36524,192.168.0.215,86.243.148.132,57613,80,TCP,419,0.656,476.29,web,199.57,0,medium,medium,short,web,HTTP Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.496,FLOW-73328,172.16.0.217,172.16.0.6,11635,68,TCP,199,0.811,21.86,background,4.35,0,small,low,short,background,Default: Unclassified,LOW,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.437,FLOW-47752,192.168.1.119,134.92.210.161,51715,443,TCP,1263,3.294,423.73,web,535.17,0,large,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.793,FLOW-63312,192.168.1.225,64.71.195.125,6445,8080,TCP,899,0.694,478.94,web,430.57,1,medium,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.102,FLOW-12127,10.0.0.207,118.133.185.72,20586,5005,UDP,1279,99.958,5161.59,multimedia,6601.67,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.662,FLOW-34526,192.168.0.89,213.213.54.198,53171,3478,UDP,171,1913.31,143.24,gaming,24.49,1,small,medium,long,voip,Heuristic: Small UDP long-lived,MEDIUM,NO,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.396,FLOW-46240,192.168.0.17,178.63.77.218,45991,443,TCP,1267,2.674,424.65,web,538.03,0,large,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.585,FLOW-65351,192.168.1.218,22.121.77.239,59162,22,TCP,1274,48.673,1997.72,file_transfer,2545.1,0,large,high,long,file_transfer,SSH/SCP,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.932,FLOW-96937,172.16.0.204,163.150.244.93,50454,16385,UDP,80,232.377,71.59,voip,5.73,1,small,low,long,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.213,FLOW-92246,192.168.0.207,42.91.249.61,46652,5005,UDP,1447,24.683,597.43,multimedia,864.48,1,large,medium,medium,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.643,FLOW-56419,192.168.1.68,131.125.176.81,43046,5004,UDP,1255,71.784,2188.6,multimedia,2746.69,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.411,FLOW-23330,10.0.0.229,192.168.1.250,4630,123,ICMP,40,0.081,22.51,background,0.9,0,small,low,short,background,ICMP,HIGH,YES,6,BEST EFFORT,0,BE (Best Effort / Default),0,Best Effort (FIFO),5%,10000,5000,< 10%
2026-04-15 14:10:00.629,FLOW-44031,192.168.0.27,63.107.199.11,32727,16385,UDP,178,16.846,93.41,voip,16.63,1,small,low,medium,voip,VoIP RTP Media,HIGH,YES,1,CRITICAL,46,EF (Expedited Forwarding),6,Priority Queue (PQ),10%,150,30,< 1%
2026-04-15 14:10:00.216,FLOW-15156,172.16.0.101,223.167.114.251,63608,3074,UDP,128,207.785,47.4,gaming,6.07,1,small,low,long,gaming,Online Gaming,HIGH,YES,3,HIGH,40,CS5 (Class Selector 5),5,Weighted Fair Queuing (WFQ),15%,100,20,< 1%
2026-04-15 14:10:00.442,FLOW-32675,192.168.1.134,41.53.209.194,53696,5004,UDP,1343,52.683,7786.78,multimedia,10457.65,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.485,FLOW-69698,192.168.0.199,4.156.233.147,30876,443,TCP,1125,4.659,129.08,web,145.22,0,large,medium,medium,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.590,FLOW-44866,10.0.0.213,110.117.141.73,28359,554,UDP,1088,64.389,3997.52,multimedia,4349.3,0,large,high,long,multimedia,Video Streaming (RTSP),HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.463,FLOW-53959,172.16.0.234,164.109.213.115,43614,8080,TCP,1274,1.415,232.94,web,296.77,1,large,medium,short,web,HTTP Alt,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.429,FLOW-54699,172.16.0.124,219.197.7.186,41048,445,TCP,1456,11.527,1171.45,file_transfer,1705.63,0,large,high,medium,file_transfer,SMB File Share,HIGH,YES,5,LOW,10,AF11 (Assured Forwarding 1-1),2,Deficit Round Robin (DRR),15%,5000,2000,< 5%
2026-04-15 14:10:00.573,FLOW-64435,172.16.0.36,169.205.250.223,9282,5004,UDP,968,33.872,7548.23,multimedia,7306.69,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.752,FLOW-10304,192.168.1.245,112.90.159.154,61532,5004,UDP,1437,50.647,7027.38,multimedia,10098.35,1,large,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.370,FLOW-20157,192.168.0.161,109.120.111.13,48764,443,TCP,1367,1.971,195.2,web,266.84,0,large,medium,short,web,HTTPS Web,HIGH,YES,4,MEDIUM,26,AF31 (Assured Forwarding 3-1),3,Weighted Fair Queuing (WFQ),25%,1000,500,< 3%
2026-04-15 14:10:00.103,FLOW-76063,192.168.1.94,202.136.255.99,24922,1935,UDP,1088,103.932,7637.39,multimedia,8309.48,1,large,high,long,multimedia,Heuristic: Large-packet high-rate UDP,MEDIUM,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.453,FLOW-11220,172.16.0.168,154.170.178.111,38003,5005,UDP,883,116.86,1122.53,multimedia,991.19,1,medium,high,long,multimedia,RTP Streams,HIGH,YES,2,HIGH,34,AF41 (Assured Forwarding 4-1),5,Weighted Fair Queuing (WFQ),30%,400,100,< 2%
2026-04-15 14:10:00.660,FLOW-36491,192.168.0.12,45.251.100.193,42163,3074,UDP,208,1799.721,78.35,gaming,16.3,1,small,low,long,gaming,Online Gaming,HIGH,YES,3,HIGH,40,CS5 (Class Selector 5),5,Weighted Fair Queuing (WFQ),15%,100,20,< 1%
